index,Job Title,Rating,Company Name,Location,Headquarters,Size (Employees),Founded,Type of ownership,Industry,Sector,Revenue (USD),Minimum Salary ($),Maximum Salary ($),Skills
95,Data Scientist,3.9,Mars,New York,Mc Lean,'10000+,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,10+ billion,99000.0,132000.0,"['python', 'spark', 'azure', 'cloud', 'machine learning', 'ai', 'statistics', 'computer science', 'data science']"
96,Data Scientist,3.8,GutCheck,Denver,Denver,'51-200,2009.0,Company - Private,Advertising & Marketing,Business Services,10-25 million,99000.0,132000.0,"['scala', 'tensorflow', 'machine learning', 'ai', 'data science']"
97,Applied Technology Researcher,3.5,Inter-American Development Bank,Washington,Washington,'1001-5000,1959.0,Other Organization,Banks & Credit Unions,Finance,10+ billion,99000.0,132000.0,"['tableau', 'excel', 'ai', 'artificial intelligence', 'computer science', 'data science']"
98,Data Scientist,4.9,Avlino,New Jersey,Holmdel,'1-50,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than 1 million,99000.0,132000.0,"['python', 'java', 'scala', 'c++', 'spark', 'hadoop', 'tensorflow', 'machine learning', 'ai', 'artificial intelligence', 'computer science', 'data mining', 'big data']"
99,Machine Learning Engineer,4.4,Stratagem Group,Aurora,Aurora,'1-50,2007.0,Company - Private,Aerospace & Defense,Aerospace & Defense,,99000.0,132000.0,"['python', 'sql', 'java', 'c++', 'aws', 'spark', 'hadoop', 'docker', 'cloud', 'excel', 'tensorflow', 'machine learning', 'ai', 'deep learning', 'statistics', 'data science', 'clearance', 'ts/sci']"
100,Data Scientist,4.1,Evidation,Santa Barbara,San Mateo,'51-200,2012.0,Company - Private,Internet,Information Technology,,99000.0,132000.0,"['python', 'matlab', 'tensorflow', 'keras', 'machine learning', 'ai', 'deep learning', 'statistics', 'computer science', 'data science', 'time series']"
101,Data Scientist,4.0,Autodesk,San Francisco,San Rafael,'5001-10000,1982.0,Company - Public,Computer Hardware & Software,Information Technology,2-5 billion,99000.0,132000.0,"['python', 'sql', 'java', 'sas', 'scala', 'matlab', 'spark', 'hadoop', 'hive', 'nosql', 'tensorflow', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'data mining', 'big data']"
102,Data Scientist,4.4,Intuit - Data,San Diego,Mountain View,'5001-10000,1983.0,Company - Public,Computer Hardware & Software,Information Technology,2-5 billion,99000.0,132000.0,[]
103,Data Scientist,3.8,Tecolote Research,Hill AFB,Goleta,'501-1000,1973.0,Company - Private,Aerospace & Defense,Aerospace & Defense,50-100 million,99000.0,132000.0,"['python', 'sql', 'sas', 'matlab', 'tableau', 'excel', 'power bi', 'machine learning', 'ai', 'data mining', 'security clearance', 'clearance', 'secret clearance']"
104,Data Engineer,3.2,Tivity Health,Chandler,Franklin,'501-1000,1981.0,Company - Public,Health Care Services & Hospitals,Health Care,,99000.0,132000.0,"['sql', 'sas', 'hadoop', 'etl', 'ai', 'big data']"
105,Data Engineer,2.9,hc1,Indianapolis,Indianapolis,'51-200,2011.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10-25 million,99000.0,132000.0,"['python', 'sql', 'linux', 'aws', 'etl', 'docker', 'cloud', 'machine learning', 'ml', 'ai']"
106,Data Scientist,4.1,HP Inc.,San Diego,Palo Alto,'10000+,1939.0,Company - Public,Computer Hardware & Software,Information Technology,,99000.0,132000.0,"['python', 'java', 'sas', 'aws', 'hadoop', 'azure', 'cloud', 'excel', 'machine learning', 'ml', 'regression', 'time series', 'data mining', 'big data']"
107,Data Scientist,3.7,SAIC,Chantilly,Reston,'10000+,2013.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,5-10 million,99000.0,132000.0,"['python', 'java', 'c++', 'ai', 'mathematics', 'ts/sci']"
108,Data Analyst,3.2,AllianceBernstein,Nashville,New York,'1001-5000,1967.0,Company - Public,Investment Banking & Asset Management,Finance,2-5 billion,99000.0,132000.0,"['spark', 'excel', 'ai']"
109,Data Analyst,4.9,Big Huge Games,Timonium,Lutherville Timonium,'51-200,2013.0,Subsidiary or Business Segment,Video Games,Media,,99000.0,132000.0,"['sql', 'tableau', 'excel', 'ai', 'statistics', 'mathematics', 'computer science']"
110,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,99000.0,132000.0,"['python', 'sql', 'java', 'c++', 'nosql', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'data science', 'big data', 'ts/sci']"
111,Data Engineer,5.0,Phantom AI,Burlingame,Burlingame,'1-50,2016.0,Company - Private,Computer Hardware & Software,Information Technology,,99000.0,132000.0,"['python', 'scala', 'ai', 'computer science', 'data science']"
112,Data Scientist,4.0,Noblis,Reston,Reston,'1001-5000,1996.0,Nonprofit Organization,Consulting,Business Services,100-500 million,99000.0,132000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'hive', 'etl', 'kafka', 'cloud', 'tableau', 'tensorflow', 'scikit-learn', 'keras', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining', 'clearance']"
113,Data Scientist,3.6,Spring Health,New York,New York,'1-50,2016.0,Company - Private,Health Care Services & Hospitals,Health Care,,99000.0,132000.0,"['python', 'sql', 'etl', 'cloud', 'excel', 'machine learning', 'ai', 'statistics', 'data science']"
114,Data Engineer,4.0,ClearEdge,Annapolis Junction,Annapolis Junction,'51-200,2002.0,Company - Private,Computer Hardware & Software,Information Technology,5-10 million,99000.0,132000.0,"['python', 'java', 'scala', 'spark', 'hadoop', 'excel', 'tensorflow', 'scikit-learn', 'machine learning', 'ml', 'ai', 'predictive modeling', 'computer science', 'data science', 'exploratory data analysis', 'data mining', 'big data']"
115,Data Analyst,3.2,AllianceBernstein,Nashville,New York,'1001-5000,1967.0,Company - Public,Investment Banking & Asset Management,Finance,2-5 billion,99000.0,132000.0,"['python', 'sql', 'azure', 'nosql', 'etl', 'cloud', 'excel', 'ai', 'statistics', 'mathematics', 'computer science', 'data science']"
116,Biomedical & Lab Scientist,5.0,Arsenal Biosciences,South San Francisco,South San Francisco,'51-200,2019.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,99000.0,132000.0,"['excel', 'ai']"
117,Data Engineer,4.8,GetWellNetwork,Bethesda,Bethesda,'201-500,2000.0,Company - Private,Health Care Services & Hospitals,Health Care,50-100 million,99000.0,132000.0,"['python', 'sql', 'java', 'scala', 'javascript', 'kafka', 'cloud', 'ai']"
118,Data Scientist,4.5,TACG Solutions,Dayton,Beavercreek,'51-200,2006.0,Company - Private,Consulting,Business Services,,99000.0,132000.0,"['python', 'sql', 'etl', 'tableau', 'excel', 'ai', 'statistics', 'mathematics', 'computer science', 'security clearance', 'clearance']"
119,Data Engineer,4.7,Scoop,San Francisco,San Francisco,'51-200,2015.0,Company - Private,Internet,Information Technology,,99000.0,132000.0,"['python', 'scala', 'spark', 'etl', 'kafka', 'machine learning', 'ai', 'data science']"
120,Data Scientist,4.5,Novetta,Herndon,Mc Lean,'501-1000,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,100-500 million,99000.0,132000.0,"['python', 'java', 'scala', 'aws', 'cloud', 'excel', 'tensorflow', 'keras', 'machine learning', 'ai', 'deep learning', 'nlp', 'natural language processing', 'statistics', 'security clearance', 'clearance', 'ts/sci']"
121,Data Engineer,4.2,IZEA,Winter Park,Winter Park,'51-200,2006.0,Company - Public,Advertising & Marketing,Business Services,25-50 million,99000.0,132000.0,"['python', 'sql', 'java', 'scala', 'linux', 'javascript', 'aws', 'spark', 'hadoop', 'nosql', 'docker', 'cloud', 'excel', 'machine learning', 'ai', 'statistics', 'data science']"
122,Data Analyst,3.4,Montway Inc,Schaumburg,Schaumburg,'51-200,2006.0,Company - Private,Shipping,Transportation & Logistics,,99000.0,132000.0,"['python', 'sql', 'tableau', 'excel', 'machine learning', 'ml', 'ai', 'statistics', 'exploratory data analysis', 'regression', 'clustering', 'data mining']"
123,Data Scientist,4.7,1904labs,Saint Louis,Saint Louis,'51-200,2016.0,Company - Private,IT Services,Information Technology,,90000.0,109000.0,"['python', 'sql', 'scala', 'spark', 'tensorflow', 'scikit-learn', 'keras', 'machine learning', 'ml', 'ai', 'predictive modeling', 'statistics', 'data science', 'regression']"
124,Data Scientist,3.6,XSELL Technologies,Chicago,Chicago,'51-200,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,90000.0,109000.0,"['python', 'sql', 'cloud', 'tensorflow', 'pytorch', 'machine learning', 'ai', 'artificial intelligence', 'deep learning', 'nlp', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science', 'regression']"
125,Data Engineer,4.2,IZEA,Winter Park,Winter Park,'51-200,2006.0,Company - Public,Advertising & Marketing,Business Services,25-50 million,90000.0,109000.0,"['python', 'sql', 'java', 'scala', 'linux', 'javascript', 'aws', 'spark', 'hadoop', 'nosql', 'docker', 'cloud', 'excel', 'machine learning', 'ai', 'statistics', 'data science']"
126,Data Scientist,5.0,Notion Labs,San Francisco,San Francisco,'1-50,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,90000.0,109000.0,"['sql', 'scala', 'machine learning', 'ai']"
127,Data Engineer,4.9,Lendio,Lehi,Lehi,'201-500,2011.0,Company - Private,Lending,Finance,50-100 million,90000.0,109000.0,"['python', 'sql', 'java', 'javascript', 'aws', 'spark', 'hadoop', 'ai', 'big data']"
128,Data Engineer,4.4,Direct Agents,Culver City,New York,'51-200,2003.0,Company - Private,Advertising & Marketing,Business Services,25-50 million,90000.0,109000.0,"['python', 'sql', 'excel', 'power bi', 'machine learning', 'ml', 'ai', 'mathematics', 'computer science']"
129,Data Scientist,3.3,NAVEX Global,Lake Oswego,Lake Oswego,'1001-5000,2012.0,Company - Private,Computer Hardware & Software,Information Technology,100-500 million,90000.0,109000.0,"['python', 'sql', 'spark', 'tableau', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'data science', 'time series']"
130,Machine Learning Engineer,3.2,Triplebyte,Remote,San Francisco,'51-200,2015.0,Company - Private,Computer Hardware & Software,Information Technology,,90000.0,109000.0,"['machine learning', 'ml', 'ai', 'time series']"
131,Machine Learning Engineer,3.2,Triplebyte,Remote,San Francisco,'51-200,2015.0,Company - Private,Computer Hardware & Software,Information Technology,,90000.0,109000.0,"['machine learning', 'ml', 'ai', 'time series']"
132,Data Engineer,4.9,Lendio,Lehi,Lehi,'201-500,2011.0,Company - Private,Lending,Finance,50-100 million,90000.0,109000.0,"['python', 'sql', 'java', 'javascript', 'aws', 'spark', 'hadoop', 'ai', 'big data']"
133,Data Scientist,4.2,Upstart,San Mateo,San Mateo,'201-500,2012.0,Company - Private,Lending,Finance,,90000.0,109000.0,"['python', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science']"
134,Data Analyst,4.5,Envision LLC,San Francisco,Saint Louis,'201-500,1994.0,Company - Private,Staffing & Outsourcing,Business Services,25-50 million,90000.0,109000.0,"['python', 'spark', 'hadoop', 'mapreduce', 'tableau', 'machine learning', 'ai', 'statistics', 'computer science', 'data science', 'big data']"
135,Data Engineer,4.8,AppLovin,Palo Alto,Palo Alto,'201-500,2012.0,Company - Private,Video Games,Media,,90000.0,109000.0,"['java', 'scala', 'spark', 'hadoop', 'kafka', 'excel', 'ai', 'computer science', 'big data']"
136,Data Engineer,3.8,ISO New England,Holyoke,Holyoke,'501-1000,1997.0,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",,90000.0,109000.0,"['sql', 'excel', 'ml', 'ai', 'mathematics', 'computer science']"
137,Data Engineer,3.7,Relativity,Chicago,Chicago,'1001-5000,2001.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,90000.0,109000.0,"['sql', 'scala', 'spark', 'tableau', 'excel', 'looker', 'ai', 'statistics', 'data science']"
138,Data Scientist,3.3,Tempo Automation,San Francisco,San Francisco,'51-200,2013.0,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,5-10 million,90000.0,109000.0,"['python', 'sql', 'aws', 'spark', 'hadoop', 'hive', 'tableau', 'machine learning', 'ml', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'big data']"
139,Data Scientist,3.3,MITRE,McLean,Bedford,'5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,1-2 billion,90000.0,109000.0,"['python', 'cloud', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'computer science', 'data science', 'clearance', 'ts/sci']"
140,Machine Learning Engineer,5.0,"Expedition Technology, Inc.",Herndon,Dulles,'1-50,2013.0,Company - Private,Aerospace & Defense,Aerospace & Defense,10-25 million,90000.0,109000.0,"['python', 'c++', 'linux', 'julia', 'cloud', 'excel', 'tensorflow', 'pytorch', 'keras', 'machine learning', 'ai', 'deep learning', 'computer science', 'security clearance', 'clearance']"
141,Data Scientist,3.8,Evidera,Bethesda,Bethesda,'501-1000,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100-500 million,90000.0,109000.0,"['sas', 'excel', 'ai']"
142,Data Scientist,3.4,Plymouth Rock Assurance,Woodbridge,Boston,'1001-5000,1982.0,Company - Private,Insurance Carriers,Insurance,10-25 million,90000.0,109000.0,"['sql', 'sas', 'excel', 'ai', 'predictive modeling', 'statistics', 'data science', 'data mining']"
143,Data Scientist,2.9,GNS Healthcare,Cambridge,Cambridge,'51-200,2000.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10-25 million,90000.0,109000.0,"['sql', 'aws', 'cloud', 'machine learning', 'ml', 'ai', 'big data']"
144,Data Scientist,2.9,SPECTRUM,Maryland Heights,Stamford,'10000+,2016.0,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,10+ billion,90000.0,109000.0,"['python', 'sql', 'scala', 'hadoop', 'excel', 'keras', 'machine learning', 'ai', 'deep learning', 'statistics', 'computer science', 'big data']"
145,Data Engineer,4.2,Procore Technologies,Carpinteria,Carpinteria,'1001-5000,2002.0,Company - Private,Computer Hardware & Software,Information Technology,,90000.0,109000.0,"['python', 'sql', 'aws', 'spark', 'hadoop', 'hive', 'etl', 'cloud', 'excel', 'machine learning', 'ai', 'computer science', 'data science']"
146,Data Scientist,,Covid-19 Search Partners,Hauppauge,,,,,,,,90000.0,109000.0,['ai']
147,Data Scientist,4.2,bioMérieux,Saint Louis,Marcy-l'Etoile,'10000+,1963.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2-5 billion,90000.0,109000.0,"['python', 'sas', 'matlab', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science']"
148,Data Scientist,4.5,Novetta,Herndon,Mc Lean,'501-1000,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,100-500 million,101000.0,165000.0,"['python', 'java', 'scala', 'aws', 'cloud', 'excel', 'tensorflow', 'keras', 'machine learning', 'ai', 'deep learning', 'nlp', 'natural language processing', 'statistics', 'security clearance', 'clearance', 'ts/sci']"
149,Data Scientist,4.4,Guzman & Griffin Technologies (GGTI),Washington,Mays Landing,'1-50,1997.0,Company - Private,Federal Agencies,Government,,101000.0,165000.0,"['python', 'sql', 'java', 'c++', 'matlab', 'spark', 'hadoop', 'nosql', 'tableau', 'excel', 'tensorflow', 'machine learning', 'ai', 'deep learning', 'predictive modeling', 'statistics', 'computer science', 'data science', 'regression', 'clustering', 'data mining', 'clearance']"
150,Machine Learning Engineer,,Radical Convergence,Reston,,,,,,,,101000.0,165000.0,"['python', 'java', 'c++', 'javascript', 'tensorflow', 'pytorch', 'keras', 'machine learning', 'ai', 'deep learning', 'statistics', 'computer science']"
151,Data Scientist,3.5,Leidos,Fort Meade,Reston,'10000+,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,10+ billion,101000.0,165000.0,"['sas', 'aws', 'cloud', 'machine learning', 'ai', 'statistics', 'mathematics', 'big data', 'security clearance', 'clearance', 'ts/sci']"
152,Data Scientist,4.5,Demandbase,San Francisco,San Francisco,'201-500,2006.0,Company - Private,Computer Hardware & Software,Information Technology,100-500 million,101000.0,165000.0,"['python', 'sql', 'aws', 'spark', 'hive', 'cloud', 'tensorflow', 'scikit-learn', 'machine learning', 'ml', 'ai', 'deep learning', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'big data']"
153,Data Analyst,4.1,Shelter Insurance,Columbia,Columbia,'1001-5000,1946.0,Company - Private,Insurance Carriers,Insurance,1-2 billion,101000.0,165000.0,"['python', 'sql', 'aws', 'tableau', 'excel', 'machine learning', 'ai', 'artificial intelligence']"
